,omega,tau,p,d,alpha
0,2.400247964468862,0.0700188044714488,-4.999978530884291,-4.99983759075039,1.2362882382361523e-05
1,2.400247964468862,0.0700188044714488,-4.999978530884291,-4.99983759075039,0.2500005152795194
2,2.400247964468862,0.0700188044714488,-4.999978530884291,-4.99983759075039,1.2362882382361523e-05
3,2.400247964468862,0.0700188044714488,-3.9247290103200414,-4.99983759075039,1.2362882382361523e-05
4,2.400247964468862,0.0700188044714488,-2.849479489755794,-4.99983759075039,1.2362882382361523e-05
5,2.400247964468862,0.0700188044714488,-2.849479489755794,-3.880627787446406,1.2362882382361523e-05
